question,answer,docid,dataType,title,content
拉筋有哪些好處？,"根據原文“堅持拉筋有哪些好處？中醫認爲在腿部有6條經絡分佈,主要是對應着胃經膀胱經,脾經膽經、肝經及腎經,拉筋能把以上這些部位的不良物質以及代謝產物排除體外,讓經絡變得更加通暢,從而達到了延年益壽以及保健養生的功效。”拉筋的好處包括排除不良物質和代謝產物、增加身體柔韌性、鍛鍊血管功能、消耗多餘的糖分和脂肪。",91016,健康,"堅持拉筋有什麼用?這些好處,讓人""偷笑""","俗話說筋長一寸,壽延十年,這就說明了拉筋有益於身心健康。但是拉筋的活動量比較大,必須要掌握一定的方法以及技巧,不然引起肌肉拉傷,尤其是對於患有慢性疾病的人羣來說更應該瞭解相關的常識。下邊給朋友們介紹一下堅持拉筋的好處以及應該注意的事項。 堅持拉筋有哪些好處？ 中醫認爲在腿部有6條經絡分佈,主要是對應着胃經膀胱經,脾經膽經、肝經及腎經,拉筋能把以上這些部位的不良物質以及代謝產物排除體外,讓經絡變得更加通暢,從而達到了延年益壽以及保健養生的功效。一般骨頭和筋連在一起,在拉筋的過程中能夠有效的保護骨骼,當發生意外情況時可減少對骨頭帶來的傷害,增加了身體的柔韌性。堅持拉筋能夠有效的鍛鍊血管功能,保持血管彈性,防止發生硬化,預防高血壓以及高血脂。拉筋時相當於做了一次劇烈運動,能消耗體內多餘的糖分以及脂肪,幫助穩定血糖,特別適合於糖尿病患者。 拉筋時要注意哪些事項？ 拉筋的方法有很多,可以站立或者躺着拉筋,可以坐在牀面上,彎曲一側的膝蓋靠近胸部,另一隻腳要伸直,身體慢慢的往前傾斜,兩個手要向腳趾頭方向進行伸展,此動作保持15秒。拉筋時需減慢速度,因爲筋並不是一下子拉開的,必須要有緩慢的過程,如果急於求成的話可能會傷害到筋骨,所以要有計劃的進行。 拉筋前要做熱身運動,防止發生意外情況。做熱身運動也能夠促進拉筋的循序漸進過程。因爲拉筋屬於危險的動作,第1次鍛鍊的人羣應該在專業人士的引導下進行,以免受傷。另外不能盲目的跟風,對於骨質疏鬆、高血壓、心臟病以及身體虛弱的人羣來說要嚴格按照醫生的囑咐,不能盲目的跟風,不然會帶來傷害。 拉筋也是有很多人喜歡的一種保健的方式,大家在做這項運動的時候,一定要注意方式方法,把急功近利。只要長時間堅持拉筋就能夠達到一定的保健功效,但要理性的對待。老年人拉筋時要在醫生的指導下進行,以免增加骨骼脆性。"
夏季應如何避免冰箱病？,"根據原文“專家提醒,夏天要儘量喫新鮮食物。冰箱不是保險箱,蔬菜類建議儲藏不超過3天。如果食物已經腐敗,要立即丟棄,以免放入冰箱內污染其它食物。 冰箱要定期清洗消毒,夏季每週1次,其他季節每月至少1次,可用0.5%的漂白粉擦洗,然後擦淨即可。不要把冰箱塞得滿滿當當,留一些空隙保證冷空氣流動。儘量減少開冰箱次數,縮短開門時間。用久了的冰箱最好經常測一下溫度,保證冷藏室在4℃左右,冷凍室在零下18℃左右”可知，夏季應儘量喫新鮮食物，不要將食物儲存超過3天，定期清洗消毒冰箱，避免將冰箱塞得滿滿當當，減少開冰箱次數。",33926,健康,"夏季需防四種""冰箱病""","天氣炎熱,很多市民都喜歡喫冰箱裏的冷藏食物或喝冰鎮飲料消暑。不過要留個神,暑天不僅有空調病,還有冰箱病。特別是對於老人孩子來說,尤其要注意。蕪湖市疾控中心專家提醒,市民要提防四種""冰箱病""。 一是""冰箱頭痛""。剛從冰箱冷凍室取出的食品,如果立即進食,將明顯刺激口腔黏膜,反射性地引起頭部血管痙攣,產生頭暈、頭痛、噁心等一系列症狀。 二是""冰箱肺炎""。冰箱如果平時不經常清洗,冷凍機的排氣口和蒸發器處很容易繁殖真菌,過敏性體質者或兒童吸入這種帶菌的空氣後,很容易出現咳嗽、胸痛、寒戰、發熱、胸悶、氣喘等症狀。 三是""冰箱胃炎""。夏季大量攝入冰箱內的冷藏或冷凍食物,胃腸在受到強烈的低溫刺激後,誘發上腹陣發性絞痛和嘔吐等症狀。 最後是""冰箱腸炎""。有一種細菌名爲耶爾森氏菌,它廣泛存在於豬、狗、貓、牛、羊等動物體內,如果食用儲存於冰箱中的上述食品時未充分加熱,就很容易引起腸炎,導致腹痛、腹瀉、嘔吐等病症發生。 雖然有""冰箱病""的威脅,但冰箱仍然是夏天必不可少的電器。如何在使用冰箱的同時,有效避免冰箱病,這可有講究。專家提醒,夏天要儘量喫新鮮食物。冰箱不是保險箱,蔬菜類建議儲藏不超過3天。如果食物已經腐敗,要立即丟棄,以免放入冰箱內污染其它食物。 冰箱要定期清洗消毒,夏季每週1次,其他季節每月至少1次,可用0.5%的漂白粉擦洗,然後擦淨即可。不要把冰箱塞得滿滿當當,留一些空隙保證冷空氣流動。儘量減少開冰箱次數,縮短開門時間。用久了的冰箱最好經常測一下溫度,保證冷藏室在4℃左右,冷凍室在零下18℃左右。"
肝病患者爲什麼不適宜喫大蒜？,"根據原文“大蒜是比較熱性的食物,而且味道辛辣,具有很強的刺激性,有肝火炎症的人如果喫大蒜,一方面會加重肝火,另一方面還會刺激肝臟,造成一定的損傷。”可知，肝病患者不適宜喫大蒜是因爲大蒜的熱性和辛辣味會加重肝火炎症，並對肝臟造成損傷。",73173,健康,"大蒜不但殺菌還抗癌,可這4種人不但無效,甚至會喪命!","大蒜不但殺菌還抗癌,可這4種人不但無效,甚至會喪命！【頤樂同堂門診部·非營利性醫療機構】大蒜是我們日常生活中必不可少的一種調味食物,近幾年來,""大蒜可防癌抗癌""的呼聲越來越高,大蒜除了具有比較強的殺菌抑菌效果之外,還具有防癌抗癌功效。廣州市中醫醫院腫瘤科的主任醫師張華教授曾在接受家庭醫生在線訪談時,明確指出過,大蒜不僅可殺菌,同時也是有防癌抗癌功效的。大蒜不僅殺菌能力強,還可抑制癌細胞大蒜中有許多巰基化合物,這種物質可以和胺相互爭奪亞硝酸根離子,使得亞硝胺不能進一步合成,從而抑制體內病菌的生成。大蒜素還有一個功能,就是抑制胃內硝酸鹽還原菌的生長,從而減少了亞硝酸鹽在人體內生成,減少亞硝酸鹽中毒的概率。已有不少試驗已證實,大蒜所含的大蒜素、大蒜辣素在抑制癌細胞方面,具有很好的效果。大蒜中還有硒、鍺等微量元素,鍺元素可以促進人體內部干擾素的合成,激活吞噬細胞的機體功能,在防癌方面很很大的作用。大蒜最適宜的四種喫法1、搗碎喫效果最佳:大蒜中含有大量的蒜氨酸等物質,平時它們之間互不干涉,平靜的相處,經過外力的搗碎碾碎之後,這些物質之間就會相互接觸反應形成了大蒜素,大蒜素最大的作用就是抗菌殺菌,所以一般我們提倡把大蒜搗碎之後放置15分鐘左右,這樣便於大蒜素的生存。2、生喫殺菌效果好:大蒜在加熱的時候,內部所含有的抗菌殺菌有機物在加熱過程中會經不住高溫而失去活性,而且溫度越高,其活性下降的越快,因此把大蒜炒熟、煮熟不能起到很好的殺菌效果。最常見的比較好的食用方法就是生喫,例如涼拌或者搭配蒜泥做調料。3、紫皮蒜的抑菌效果更好:大蒜根據表皮顏色可分爲紫皮白皮等,其中比較常見的就是紫皮蒜和白皮蒜,相比較而言,紫皮蒜的味道更佳辛辣,其內部所含的抑菌成分的活性更高,抑菌殺菌的能力要比白皮蒜好一些。4、每天喫蒜要適量:即使大蒜有抗癌作用,但不能喫太多,每天大概2瓣大蒜就足夠了,大量喫大蒜,會對腸胃造成一定的刺激,容易引發腸胃炎,破壞人體內部的消化平衡,長期食用的話還會導致眼睛視力模糊、疼痛等情況的發生。這四類人羣不宜喫大蒜1、眼睛不適或者患有眼部疾病的人羣不適宜喫大蒜:大蒜的味道比較辛辣,而且大蒜素會刺激眼睛部位的神經,容易造成眼睛損傷,這也就是爲什麼我們用沾了大蒜汁的手去擦眼睛,眼睛會被辣的睜不開的原因,所以有眼部疾病的人,切記不要喫過多的大蒜。2、肝病患者不適宜喫大蒜:大蒜是比較熱性的食物,而且味道辛辣,具有很強的刺激性,有肝火炎症的人如果喫大蒜,一方面會加重肝火,另一方面還會刺激肝臟,造成一定的損傷。3、腸胃不適、腹瀉的人不宜喫大蒜:大蒜可以刺激腸胃器官,對於非細菌性的腸胃炎、腹瀉患者來說,喫大蒜會導致大蒜刺激腸胃,使腸胃黏膜充血,促進內部器官的滲出,加重腹瀉和嚴重的情況。4、重病者慎食:大蒜是衆多發物中的一種,食用不當會加重已有的疾病情況,對於患有重病或者正在服用中西藥的人來說,儘量不要喫大蒜,喫大蒜不僅不能幫助治療重病,嚴重時還會使藥物失去藥效,加重病情。 特別聲明:以上文章內容僅代表作者本人觀點,不代表新浪看點觀點或立場。如有關於作品內容、版權或其它問題請於作品發表後的30日內與新浪看點聯繫。"
爲什麼女子醒來後會情緒失控？,"根據原文“女子聽後嚇的渾身直冒汗,頓時情緒失控”可知，女子情緒失控是因爲她得知自己患上了急性早幼粒細胞白血病，這對她來說是個巨大的打擊，她覺得自己完了。",40029,健康,"女子醒來發現身上都是瘀青,醫生檢查後女子瞬時情緒失控!","【導讀】近日,在國外發生了一件奇怪的事情。 女子這天早早的下班了,由於工作實在是太累了,女子回到家之後,整個人就癱在了沙發上不願意動,就好像被定住了一樣。 隨後女子實在是太累了,然後就靠在沙發上睡着了,這一睡就是一整夜,中途都沒有醒來過。 但是女子在睡覺的時候,做了一個非常奇怪的夢,那就是在夢裏,女子發現自己一覺起來全身都是淤青,頓時就把嚇壞了。 可是當女子第二天一早起來後,就真的發現自己身上手臂上,大腿上全部都是淤青,女子頓時就嚇壞了。 明明昨天還是好好的,難道夢真的會成真嗎？女子不敢相信眼前所發生的一切,覺得太不真實,但是事實永遠是打臉的,女子嚇的趕緊去醫院做檢查,生怕自己出了什麼問題。 醫生檢查後,告訴女子這是得了急性早幼粒細胞白血病,是急性髓細胞白血病的一種特殊類型,具有特異的融合基因。 染色體核型改變,臨牀表現兇險,起病急,治療過程中容易發生出血和栓塞而引起死亡。 女子聽後嚇的渾身直冒汗,頓時情緒失控,覺得這根本不可能,因爲自己一直以來身體都是非常的好,怎麼突然就患上怪病了,女子頓時覺得自己完了。 經過醫生的勸導後,女子這才穩定了情緒,醫生告訴女子這種病是可以醫治的,只要全心全力配合醫生的治療就好。女子趕緊點頭答應,只要自己好起來,什麼都不是問題。後來經過醫生的治療,女子逐漸好轉,後面就痊癒出院了。 爲了保證病情不復發,女子一定要保持樂觀積極向上的心態,一定不要太過於操勞了,也不能酗酒熬夜,否則會導致病情復發。"
爲什麼在月經期間女生可以喫桃膠、山楂、黑木耳和菠蘿蜜？,根據原文“因爲能夠加快脂肪燃燒的速度”，在來月經的這段時間，女生是很容易減肥的。因此，月經期間女生可以喫桃膠、山楂、黑木耳和菠蘿蜜來幫助身體排出污血，緩解經期的不適，加速身體代謝，促進脂肪燃燒，從而減輕體重。,110992,健康,"女生月經期間,4種食物早晚多喫點,助你排出污血,體重降到2位數","大家可能都知道,來月經期時只有女生纔有的一種生理現象,而且在月經期間可能女生體內的雌激素波動的會比較大。大家不要以爲雌激素波動太大那就是壞處,其實它能帶來好處,因爲能夠加快脂肪燃燒的速度。所以說在來月經的這段時間,女生是很容易減肥的。 1.桃膠 桃膠是一種很好的美容保養的食材,平時多喫,能幫助女人修復受損肌膚,使皮膚變得水潤細膩。而在月經期間多喫的話,還能幫助女人緩解一些經期的不適,更好地排出毒素和污血。身體的代謝功能變強了,體重也會下降。 2.山楂 衆所周知,食用山楂有開胃助消化的作用,其實除此之外,喫山楂還能活血化瘀、溫補氣血。在經期的時候喫山楂,可以疏通血管,讓血液流通更加的順暢。所以,女生在月經期間可以喫一些山楂,或助你排出污血,體重降到2位數。 3.黑木耳 黑木耳樣子雖然不怎麼樣,但是它的營養成分比較豐富,養生作用也比較多。黑木耳裏面含有膠質,有益於吸附出身體裏面的一些垃圾毒素,並及時排出體外。同時,它裏面所含的卵磷脂能夠帶動體內脂肪運動,促進脂肪的消耗。 4.菠蘿蜜 菠蘿蜜是熱帶水果,也是世界上最重的水果,它含有的糖類、蛋白質、脂肪油、礦物質和維生素對維持機體的正常生理機能有一定作用,還可以起到分解蛋白質的作用。 所以說,女生月經期間,4種食物早晚儘量多喫點,或助你排出污血,體重降到2位數！"
養雞對工作人員的危害有哪些？,"根據原文“雞場從業人員,直接接觸雞,雞將帶給你什麼樣的傷害？”，養雞場工作人員容易誘發心臟疾病、影響生育能力、對呼吸系統有影響、易患寄生蟲病、有疫苗和細菌病毒的危害。",76757,健康,"如果想養雞,卻沒開始養雞,我告訴養雞對工作人員的危害。","養雞本來就是一個又煩。又累。又傷腦筋的活。誰也不想養雞,但爲了生活,爲了日子過得更好。爲了兒女,希望讓他們活的更瀟灑。又有多少人選擇了養雞... 可你是否知道？雞場從業人員,直接接觸雞,雞將帶給你什麼樣的傷害？ 【一】容易誘發養殖人員的心臟疾病。 (大型雞場)雞場爲了節約用工成本,夜間值班人員不足,每天平均下來有6個小時的休息時間。就已經很了不起了,這樣就極容易出現血壓值高,誘發心臟疾病。這就是養雞場人員要比同齡人顯老的原因。 【二】養殖人員特容易引起人的生育能力和誘發癌變。 雞場從業人員接觸的消毒藥系化學藥品,特別是甲醛和戊二醛等高度致癌物質,會給養殖人員的生育能力和誘發癌變,長期在孵化場工作的一線員工,在結婚後產下不正常孩子的概率是相當高的。尤其是甲醛用的比較多的,更不可以。 【三】養殖人員對呼吸系統的影響: 帯雞消毒的消毒藥、甲醛燻蒸、雞舍氨氣濃度過高時,對人體呼吸道粘膜的刺激及影響是極大的。甚至會影響養殖人員味神經,再加上雞舍內的細小絨毛等懸浮物。都會引起呼吸道及肺部疾病發生。 【四】養殖人員患寄生蟲病的機會非常大 雞的寄生蟲比較多,所以雞場人員患寄生蟲病的機會比較大,因爲在治療雞病中,當你買不到藥的時候,您可以用人藥治療疾病。同樣能得到很好的效果。 【五】養殖人員和疫苗 雞場用的活疫苗和滅活疫苗,在養殖場處理不當時,弱毒疫苗或中等毒性的疫苗會無限期繁殖,產生致病性強毒株,這時危害依然是養殖人員。 【六】養殖人員和細菌病毒(重點) 雞場內的細菌含量是很龐大的,而且種類很多,每感染一次細菌病,它本身就成了細菌的發酵工廠,特別是有些雞場,在沒有獸藥時,堅持使用人用藥,甚至出現超級細菌,這都不是養殖人員所能承受的。 養殖不是什麼好做的事。幾乎每時每刻它的危害着養殖人員的生命。假如,你過的好。或許你過得去。不要再選擇的養殖。關注林下散養土雞園。"
父母如何發現孩子是否患有分泌性中耳炎？,"根據原文“小朋友可能會主動跟家長訴說耳痛及聽力下降的感受,但是大多數小朋友並不能完全敘述清楚,我們只能通過下面一些表現去觀察瞭解。”父母可以通過觀察孩子是否出現“耳朵悶悶的、感覺耳朵裏像塞了一團棉花、耳朵嗡嗡作響”等症狀，以及孩子在說話時是否“裝聾作啞”、“不理不睬”等行爲來判斷孩子是否患有分泌性中耳炎。",32854,健康,"孩子學習成績直線下降,竟是一個感冒引發的!","糖糖是一名小學四年級的學生。以前的糖糖乖巧懂事,讀書從來不用家長操心,學習成績一直很好。可是,上個學期期末考試糖糖的成績卻是一落千丈。這讓糖糖的父母百思不得其解。與班主任老師聯繫後,老師的一句話讓他們坐立不安:""這個學期糖糖在課堂上經常有注意力不集中的情況,回答問題也不積極,不知道是沒有聽懂還是聽不到。""聽不到？糖糖父母越想越急:糖糖平時看電視時喜歡將電視機聲音調得很大。搞不好還真是糖糖聽力有問題。於是,父母帶着糖糖來到株洲市中心醫院耳鼻咽喉頭頸外科,經過檢查後,糖糖父母驚呆了,他患上了分泌性中耳炎,而且病情還很嚴重。聽力檢查提示雙耳中度傳導性耳聾,電子耳鏡檢查發現雙耳鼓室積液,x片及電子鼻咽鏡檢查可見腺樣體肥大,堵塞了後鼻孔45以上。據糖糖父母回憶,糖糖一直有睡覺打鼾的表現,去年糖糖曾有一次患過重感冒,期間還有耳朵疼痛,晚上睡不安穩,可是第二天耳痛就緩解了,全家人也就沒有再放在心上了,從那個時候開始可能聽力就下降了。這次就診,醫生爲糖糖進行了藥物治療,但聽力並沒有得到改善,在住院行腺樣體等離子消融切除及雙耳鼓膜切開置管手術後,糖糖的聽力纔算恢復了正常,睡眠也明顯改善了。何爲分泌性中耳炎？分泌性中耳炎是以中耳積液及聽力下降爲特徵的中耳非化膿性炎性疾病,爲耳鼻喉常見疾病之一。兒童多見。在上呼吸道感染後以耳悶脹感和聽力減退爲主要症狀。由於耳痛不明顯,兒童主訴不清,在小兒聽力受到影響時家長才發現就診,常常延誤診斷和治療。分泌性中耳炎可造成兒童的聽力損失,影響語言發育。中耳炎喜歡欺負小朋友美國的統計數據顯示,近一半的不滿一歲孩子都得過不同程度的中耳炎。這是因爲小朋友的鼻咽腔狹小,咽部扁桃體淋巴組織發達,咽鼓管又短又平,加之腺樣體肥大堵塞後鼻孔及咽鼓管咽口,一旦感冒引起鼻腔黏膜水腫,極易堵塞咽鼓管,造成鼓室負壓,繼而引起分泌性中耳炎。再而,家長們往往喜歡用兩手指捏住孩子兩側的鼻翼,讓孩子用力將鼻涕擤出,這種錯誤的擤鼻方法反而加重了患病風險。這樣做可能鼻咽壓力加大,迫使含有大量病毒、細菌的鼻涕進入中耳內。如何早期發現兒童聽力下降大一點的小朋友可能會主動跟家長訴說耳痛及聽力下降的感受,但是大多數小朋友並不能完全敘述清楚,我們只能通過下面一些表現去觀察瞭解。孩子可能會訴說""耳朵悶悶的、感覺耳朵裏像塞了一團棉花、耳朵嗡嗡作響""等。稍小的小朋友和父母說話時""裝聾作啞""、""不理不睬""或者反應越來越遲鈍。看電視時,聲音總是調得很響。或者總愛往電視機前湊？有的小朋友上課注意力不集中,不願和小朋友玩,學習成績也有下降。更小的小朋友還會出現夜間哭鬧,睡得不踏實,常常夜間醒來哭鬧,撓耳朵、睡覺用頭蹭枕頭等。如何預防分泌性中耳炎？首先是加強鍛鍊,增強體質,減少罹患感染性疾病的機會。特別是預防感冒。由於兒童抵抗力較差,較容易染上感冒。在小朋友感冒期間,如果鼻塞、流鼻涕等鼻部症狀比較嚴重,可以適當使用鼻減充血劑,以減少鼻黏膜充血和鼻甲肥大的發生,從而避免咽鼓管受壓迫。除此之外,兒童感冒時常會有流鼻涕的現象出現,家長應使用正確的方法爲小朋友擤鼻涕,以起到預防中耳炎的目的。正確擤鼻的方法是:用手指按住一側鼻孔,稍用力向外擤出對側鼻孔的鼻涕,用同樣方法再擤另一側。其次是患有嚴重感冒、鼻竇炎、腺樣體肥大等疾病的小朋友,儘量避免乘坐飛機或潛水。因爲在飛機起飛降落時,由於氣壓的變化,容易導致航空性中耳炎。洗澡或游泳時也要防止嗆水,潛水也是同樣的道理。最後是當懷疑小朋友聽力下降時一定要到專業的醫療機構行聽力檢測及聲導抗檢查以及相關的進一步檢查。及時就醫解除導致咽鼓管功能不良的病因。 特別聲明:以上文章內容僅代表作者本人觀點,不代表新浪看點觀點或立場。如有關於作品內容、版權或其它問題請於作品發表後的30日內與新浪看點聯繫。"
薄荷盆栽可以起到哪些作用？,"根據原文“家中養盆薄荷盆栽,夏季驅蚊效果好,泡水喝還可以降溫,清爽敗火。第一點是""降溫""。如果你的身體感覺又熱又幹,或者當你下班回來的時候,不要喝太多的水。”“二是具有""抗炎""作用。事實上,我們今天使用的許多牙膏都或多或少含有薄荷。”“第三點是它有健胃的作用。”可知，薄荷盆栽可以驅蚊、降溫、抗炎、健胃等作用。",76290,健康,"家中養盆薄荷盆栽,夏季驅蚊效果好,泡水喝還可以降溫,清爽敗火","家中養盆薄荷盆栽,夏季驅蚊效果好,泡水喝還可以降溫,清爽敗火。第一點是""降溫""。如果你的身體感覺又熱又幹,或者當你下班回來的時候,不要喝太多的水。這時,拿幾片薄荷葉子放進嘴裏,包括咀嚼和吞嚥之前的幾分鐘。在薄荷醇的作用下,可以促進毛細血管的擴張,起到冷卻和冷卻的作用。效果很好。二是具有""抗炎""作用。事實上,我們今天使用的許多牙膏都或多或少含有薄荷。這是因爲薄荷含有一種鹼性物質,具有殺菌消炎的作用。飲用新鮮薄荷水可以有效預防口腔炎症、咽喉炎等疾病,效果也很好。第三點是它有健胃的作用。每年夏天,難免會有食慾不振的感覺,薄荷也可以作爲調味品來烹調美味的食物。適量的薄荷葉,有健胃、促進胃腸消化的作用。另一方面,它還具有預防胃潰瘍、胃腸炎等功能,因此其價值較高。"
一名女士眼皮上長了麥粒腫，自行擠壓導致眼皮腫成雞蛋大小，應該如何處理這種情況？,"根據原文“眼科主治醫師常春麗爲其檢查後發現,白女士患的是瞼板腺炎,又叫麥粒腫, 中醫稱爲針眼。”可知，患者患的是瞼板腺炎，又稱麥粒腫，不應該自行擠壓。當膿腫已形成並出現膿點時，應到醫院切開排膿，兩三天即可痊癒。預防麥粒腫要從注意眼部衛生開始，日常生活中保持眼部清潔，不用髒手揉眼，不用髒東西擦眼。",25035,健康,小小麥粒腫一週長成雞蛋大,"武漢晚報訊(記者武葉 通訊員薄雲娜)眼皮上長了麥粒腫,女士自行擠壓""排毒"",沒想到越擠""針眼""越大,一週後眼皮腫成""小雞蛋""。 月初,52歲的白女士發現右眼皮上長了個小紅皰,""以前眼睛上就長過這種針眼,把膿擠出來就好了"",根據以往的經驗,她擠了擠小紅皰,沒想這次不僅沒好,眼皮還腫了起來。12月17日,白女士眼皮腫到雞蛋大,只得前往武漢市中醫醫院眼科求助。 眼科主治醫師常春麗爲其檢查後發現,白女士患的是瞼板腺炎,又叫麥粒腫, 中醫稱爲針眼。""麥粒腫切忌擠壓或用未消毒的針挑,因爲眼瞼血管豐富,炎症很容易擴散。由於外力過分擠壓,白女士眼皮紅腫嚴重,目前已經發展成眶蜂窩織炎。幸好就醫尚屬及時,否則炎症通過篩板進入顱內形成腦膜炎,嚴重時甚至可危及性命。 常春麗表示,麥粒腫是常見的眼瞼化膿性炎症,常見於兒童、青壯年患者。該病雖小但風險較大,切不可自行擠破膿頭,更不能盲信土方法用穀粒等刺破。當膿腫已形成並出現膿點時,應到醫院切開排膿,兩三天即可痊癒。 常春麗介紹,預防麥粒腫要從注意眼部衛生開始,日常生活中保持眼部清潔,不用髒手揉眼,不用髒東西擦眼。另外,還要注意休息和生活規律,保持充足睡眠,少喫刺激肥膩食品。"
眼皮跳的原因是什麼？,根據原文“可能是精神壓力太大、眼睛太累或者睡得少了”，可知眼皮跳的原因可能是精神壓力過大、眼睛疲勞或睡眠不足。,78838,健康,"左眼跳財,右眼跳災?眼皮跳到底說明什麼?","2019.5.6 農曆四月初二是正常現象眼皮跳是正常現象,可能是精神壓力太大、眼睛太累或者睡得少了,沒有特別的寓意,也不是疾病的徵兆,不用擔心。如果眼皮一直跳個不停,建議去醫院做檢查。養生日曆每天一個健康小建議眼皮跳是正常現象 特別聲明:以上文章內容僅代表作者本人觀點,不代表新浪網觀點或立場。如有關於作品內容、版權或其它問題請於作品發表後的30日內與新浪網聯繫。"
